Name,Description,URL
Hrishikesh Vijay Karambelkar,Hrishikesh Vijay Karambelkar is an enterprise architect who has been developing a blend of technical and entrepreneurial experience for more th...,https://www.packtpub.com/books/info/authors/hrishikesh-vijay-karambelkar
Jack Creasey,"Jack Creasey has been in the technology industry for more than 30 years, the last 15 years as a Senior Program Manager in hardware and software...",https://www.packtpub.com/books/info/authors/jack-creasey
Mohammad Wadood Majid,Mohammad Wadood Majid has been working in the field of application development and design for more than a decade for some major companies in th...,https://www.packtpub.com/books/info/authors/mohammad-wadood-majid
Michael Haungs,"Michael Haungs is a professor at California Polytechnic State University, San Luis Obispo, where he teaches and conducts research in game desig...",https://www.packtpub.com/books/info/authors/michael-haungs
Richard Sneyd,"Richard Sneyd (BA Hons.) is the founder and CEO of CyberMyth Games, an indie game development studio based in Country Cork, Ireland. His role w...",https://www.packtpub.com/books/info/authors/richard-sneyd
Chamil Madusanka,Chamil Madusanka is a Salesforce.com-certified Force.com developer. He has been working on Force.com projects since 2011. He works as a develop...,https://www.packtpub.com/books/info/authors/chamil-madusanka
Jayant Kumar,Jayant Kumar is an experienced software professional with a bachelor of engineering degree in computer science and more than 14 years of experi...,https://www.packtpub.com/books/info/authors/jayant-kumar
Alex Ogorek,"Alex Ogorek is a 4-year veteran of iOS development, who has developed everything from traditional apps to games, with over 12 apps published on...",https://www.packtpub.com/books/info/authors/alex-ogorek
Paulo Ragonha,"Paulo Ragonha is a software engineer with over 7 years of professional experience. An advocate of the open Web, he is inspired and driven to bu...",https://www.packtpub.com/books/info/authors/paulo-ragonha
Siddharta Govindaraj,"Siddharta Govindaraj first encountered Python in 2002, and it has remained his favorite programming language ever since. He was an early partic...",https://www.packtpub.com/books/info/authors/siddharta-govindaraj
Munish Sethi,Munish Sethi is a postgraduate in computer science and MBA in IT from SCDL. He has 18 years of industry experience and has a sound knowledge of...,https://www.packtpub.com/books/info/authors/munish-sethi
Daniel Beach ,"Daniel Beach is a search architect, specializing in client-side application development. He works at Opensource Connections where he has built ...",https://www.packtpub.com/books/info/authors/daniel-beach
Luke Madera,Luke Madera has over 7 years of experience building modern websites and cross-platform mobile applications for both freelance contract work and...,https://www.packtpub.com/books/info/authors/luke-madera
Angel Marquez,Angel Marquez is a software engineer with a master's degree in computing sciences. He has been working with GIS and open source tools for ...,https://www.packtpub.com/books/info/authors/angel-marquez
Cornel Amariei,Cornel Amariei is a Romanian inventor and entrepreneur in the fields of Robotics and 3D printing. He has been working with the Arduino platform...,https://www.packtpub.com/books/info/authors/cornel-amariei
Jonathan LALOU,"Jonathan LALOU is an engineer fascinated by new technologies, computer sciences, and the digital world since his childhood. A graduate of the E...",https://www.packtpub.com/books/info/authors/jonathan-lalou
Leonardo Borges,"Leonardo Borges is a programming languages enthusiast who loves writing code, contributing to open source software, and speaking on subjects he...",https://www.packtpub.com/books/info/authors/leonardo-borges
Michael Peacock,"Michael Peacock is an experienced software developer and team lead from Newcastle, UK, with a degree in software engineering from the Universit...",https://www.packtpub.com/books/info/authors/michael-peacock
Surendra Mohan,"Surendra Mohan, who has served a few top-notch software organizations in varied roles, is currently a freelance software consultant. He has bee...",https://www.packtpub.com/books/info/authors/surendra-mohan
Stuart Hopper,"Stuart has been working in digital media in London for 12 years, and in UX roles for the last six, five of which were spent using Axure RP exte...",https://www.packtpub.com/books/info/authors/stuart-hopper
Bill Mathews,"Bill Mathews has worked in IT for over 20 years, with 15 of them specifically in an IT security role of one sort or the other. He started out h...",https://www.packtpub.com/
Tim Barber,"Tim Barber is a game developer and gamification expert living in Denver, Colorado. He’s been developing commercial video games since he was 1...",https://www.packtpub.com/books/info/authors/tim-barber
Sonal Raj,"Sonal Raj is a hacker, Pythonista, big data believer, and a technology dreamer. He has a passion for design and is an artist at heart. He blogs...",https://www.packtpub.com/books/info/authors/sonal-raj
Jonathan Horner,"Jonathan Horner has worked in the IT industry for over 25 years. Starting his career at a small consultancy company, he took up many diverse ro...",https://www.packtpub.com/books/info/authors/jonathan-horner
Manoj Hans,"Manoj Hans is a senior QA engineer who has rich experience in software testing. Apart from testing, he has worked in other areas of IT such as ...",https://www.packtpub.com/books/info/authors/manoj-hans
Dipti Chhatrapati,"Dipti Chhatrapati is a Microsoft SharePoint specialist and is currently working as a senior consultant at Capgemini in Mumbai, India. She has m...",https://www.packtpub.com/books/info/authors/dipti-chhatrapati
Oskar Hane,"Oskar Hane is a full stack developer, with 15 years of experience in the development and deployment of web applications. During this period, he...",https://www.packtpub.com/books/info/authors/oskar-hane
Christina Hoyer,Christina Hoyer is a cofounding partner of Imprezzing and has worked with Prezi since 2010. She is the owner and manager of Imprezzing Scandina...,https://www.packtpub.com/books/info/authors/christina-hoyer
Charlotte Olsson,Charlotte Olsson is a certified Prezi expert. She has studied adult pedagogy and psychology. She has worked with Prezi since 2011 and has over ...,https://www.packtpub.com/books/info/authors/charlotte-olsson
Simon Elliston Ball,"Simon is the head of the Big Data team at Red Gate, focusing on researching and building tools to interact with Big Data platforms. Previously,...",https://www.packtpub.com/books/info/authors/simon-robert-elliston-ball
David Young,"David Young  's first experience in documenting the open source world was the official 2003 manual for JAJC, a popular jabber client, wh...",https://www.packtpub.com/books/info/authors/david--young
Rostyslav Dzinko,Rostyslav Dzinko is a software architect who has been working in the software development industry for more than six years. He was one of the f...,https://www.packtpub.com/books/info/authors/rostyslav-dzinko
Marcel van den Berg,Marcel van den Berg is an experienced IT professional with 25 years of experience. He is well known in both the VMware and Hyper-V community fo...,https://www.packtpub.com/books/info/authors/marcel-van-den-berg
Mike Hatfield,Mike Hatfield has over 25 years of experience in developing custom business solutions for a variety of clients and industries. With a focus on ...,https://www.packtpub.com/books/info/authors/mike-hatfield
Mark Dunkerley,"Mark Dunkerley is currently the manager of messaging, mobile, and video services at the Adventist Health System. He was born in Newcastle upon ...",https://www.packtpub.com/books/info/authors/mark-dunkerley
Gerardo Barajas Puente,Gerardo Barajas Puente is an electrical and electronics engineer with more than 10 years of experience in the VoIP/ToIP field. He is currently ...,https://www.packtpub.com/books/info/authors/gerardo-barajas-puente
Nishant Neeraj,Nishant Neeraj is an independent software developer with experience in developing and planning out architectures for massively scalable data st...,https://www.packtpub.com/books/info/authors/nishant-neeraj
Jesus Salido Tercero,Jesus Salido Tercero gained his electrical engineering degree and PhD (1996) from Universidad Politécnica de Madrid (Spain). He then spent 2 y...,https://www.packtpub.com/books/info/authors/jesús-salido-tercero
Kishor Kumar Das,"Kishor Kumar Das is a statistician at the International Centre for Diarrhoeal Disease Research, Bangladesh, an internationally recognized organ...",https://www.packtpub.com/books/info/authors/kishor-kumar-das
Michelle M. Fernandez,Michelle M. Fernandez is a mobile game developer and cofounder of MobiDojo (  http://www.mobidojo.com  ). She is also a mentor to aspiring arti...,https://www.packtpub.com/books/info/authors/michelle-m-fernandez
Xavier Hacking,"Xavier Hacking is an SAP BI specialist from Eindhoven, the Netherlands, and works as a consultant for Interdobs. He has a master's degree ...",https://www.packtpub.com/books/info/authors/xavier-hacking
David Lai,David Lai is a SAP BusinessObjects consultant and specializes in data visualization and data warehousing. He graduated with a degree in compute...,https://www.packtpub.com/books/info/authors/david-lai
Simon Bailey,"Simon Bailey is a frontend developer based in the UK, specializing in JavaScript development and application architecture. He founded Newtriks ...",https://www.packtpub.com/books/info/authors/simon-bailey
Patrick Rauland,Patrick Rauland has built custom e-commerce solutions as well as high-end WooCommerce sites while working for advertising agencies. He joined t...,https://www.packtpub.com/books/info/authors/patrick-rauland
Diego Torres Milano,"Diego Torres Milano has been involved with the Android platform since its inception, by the end of 2007, when he started exploring and research...",https://www.packtpub.com/books/info/authors/diego-torres-milano
Paul Blundell,"Paul Blundell is an aspiring software craftsman and senior Android developer at Novoda. Before Novoda, he worked at AutoTrader and Thales, with...",https://www.packtpub.com/books/info/authors/paul-blundell
Onur Dundar,Onur Dundar is a software engineer who graduated from the Computer Engineering Department of Boğaziçi University. He started working on embed...,https://www.packtpub.com/books/info/authors/onur-dundar
Raydelto Hernandez,"Raydelto Hernandez is a software engineer and university professor living in Santo Domingo, Dominican Republic. He has developed games for Blac...",https://www.packtpub.com/
Nasira Ismail,"Nasira Ismail is an experienced project manager and service delivery consultant. She has result-oriented experience in incident, problem, chang...",https://www.packtpub.com/books/info/authors/nasira-ismail
Chandramani Tiwary,Chandramani Tiwary is a Data Scientist with special interest towards building data driven products. He is a founding member of the Data Science...,https://www.packtpub.com/books/info/authors/chandramani-tiwary
Kurt Van Hoecke,"Kurt Van Hoecke is an MVP and managing consultant at Inovativ Belgium. He focuses on the System Center product suite, including Service Manager...",https://www.packtpub.com/books/info/authors/kurt-van-hoecke
Jason Slagle,Jason Slagle is a veteran of systems and network administration of 18 years. Having worked on everything from Linux systems to Cisco networks a...,https://www.packtpub.com/books/info/authors/jason-slagle
Kamalakannan Elangovan,Kamalakannan Elangovan has over 8 years of development experience in Dynamics AX. He shares a passion for product development and has pioneered...,https://www.packtpub.com/books/info/authors/kamalakannan-elangovan
Chhavi Aggarwal,Chhavi Aggarwal started working on Dynamics AX in 2012. She is a Microsoft Certified Professional and has worked on both the 2009 and 2012 vers...,https://www.packtpub.com/books/info/authors/chhavi-aggarwal
Alen Subat ,"Alen Subat is a developer, blogger, and a web enthusiast. He’s a specialist in Java and Alfresco development but also likes to create stuff i...",https://www.packtpub.com/books/info/authors/alen-subat-0
Roger Engelbert,"Roger Engelbert is a game developer, with over 10 years of experience developing online games. He grew up surrounded by video games and thinks ...",https://www.packtpub.com/books/info/authors/roger-engelbert
Oscar Deniz Suarez,Oscar Deniz Suarez's research interests are mainly focused on computer vision and pattern recognition. He is the author of more than 50 re...,https://www.packtpub.com/books/info/authors/oscar-deniz-suarez
Noelia Vállez Enano,"Noelia Vállez Enano has liked computers since her childhood, though she didn't have one before her mid-teens. In 2009, she finished her s...",https://www.packtpub.com/books/info/authors/noelia-vallez-enano
Ismael Serrano Gracia,Ismael Serrano Gracia received his degree in computer science in 2012 from the University of Castilla-La Mancha. He got the highest marks for h...,https://www.packtpub.com/books/info/authors/ismael-serrano-gracia
José Luis Espinosa Aranda,José Luis Espinosa Aranda holds a PhD in computer science from the University of Castilla-La Mancha. He has been a finalist for Certamen Unive...,https://www.packtpub.com/books/info/authors/jose-luis-espinosa-arandab
Gloria Bueno García,"Gloria Bueno García holds a PhD in machine vision from Coventry University, UK. She has experience working as the principal researcher in seve...",https://www.packtpub.com/books/info/authors/gloria-bueno-garcia
Juampy Novillo Requena,"Juampy Novillo Requena started working as a web developer in London. After spending a few years developing with plain PHP, Symfony, and Ruby on...",https://www.packtpub.com/books/info/authors/juan-pablo-novillo
Jayadevan Maymala,"Jayadevan Maymala is a database developer, designer, and architect. He started working with the Oracle database in 1999. Over the years, he has...",https://www.packtpub.com/books/info/authors/jayadevan-maymala
Prashanth Sams,Prashanth Sams is a test automation engineer contributing to the IT industry since 2011. He graduated with a bachelor's degree in informat...,https://www.packtpub.com/books/info/authors/prashanth-sams
Philip Sellers,"Philip Sellers is an IT enthusiast residing in Myrtle Beach, South Carolina. Philip has more than 16 years of industry experience in consulting...",https://www.packtpub.com/
Chhavi Vaishnav,"Chhavi Vaishnav has more than 4 years of experience in the software industry. After her master's, she started working with IBM as a test e...",https://www.packtpub.com/books/info/authors/chhavi-vaishnav
Maxim Vasilkov,Maxim Vasilkov is a mobile software developer in Azukisoft Pte Ltd. He started programming over 10 years ago. He started with iOS when the SDK ...,https://www.packtpub.com/books/info/authors/maxim-vasilkov
Gibson Tang,"Gibson Tang grew up loving technology after getting his hands on an old Apple II when he was still a young kid. Since then, he has never stoppe...",https://www.packtpub.com/books/info/authors/gibson-tang
Patrik Uytterhoeven,"Patrik Uytterhoeven has over 16 years of experience in IT. Most of this time was spent on HP Unix and Red Hat Linux. In late 2012, he joined Op...",https://www.packtpub.com/books/info/authors/patrik-uytterhoeven
Roham Gharegozlou,"()     Packt Publishing provides technology eBooks, books and videos to help IT Developers and Administrators to put software and tools to wo...",https://www.packtpub.com/
Sergey Barskiy,"Sergey Barskiy is an architect with Tyler Technologies. He lives in Atlanta, GA. He has been developing software for almost 20 years. Sergey is...",https://www.packtpub.com/books/info/authors/sergey-barskiy
Benjamin V. Root,Benjamin V. Root has been a member of the Matplotlib development team since 2010. His main areas of development have been the documentation and...,https://www.packtpub.com/books/info/authors/ben-root
Patroklos Papapetrou,Patroklos Papapetrou is a software architect addicted to software quality and an agile team leader with more than 15 years of experience in sof...,https://www.packtpub.com/books/info/authors/patroklos-papapetrou
Dr. Jan Yager,Dr. Jan Yager is a business consultant and sociologist who has been researching and writing about time management since the early 1980s. She is...,https://www.packtpub.com/books/info/authors/dr-jan-yager
Anja Schirwinski,Anja Schirwinski got to know Drupal more than 8 years ago as a themer/site builder and went on to build several very different web applications...,https://www.packtpub.com/books/info/authors/anja-schirwinski
Stefan Borchert,"Stefan Borchert has been working with Drupal for more than 9 years. In the community, he is better known by his nickname stBorchert. He contrib...",https://www.packtpub.com/books/info/authors/stefan-borchert
Enrique Amodeo,Enrique Amodeo is an experienced software engineer currently working and living in Berlin. He is a very eclectic professional with very differe...,https://www.packtpub.com/books/info/authors/enrique-amodeo
Rahul Rajat Singh,Rahul Rajat Singh has over 9 years of experience in developing software applications and websites. After completing his bachelor's degree ...,https://www.packtpub.com/books/info/authors/rahul-singh
Aman Dhally,Aman Dhally is a PowerShell MVP and founder of New Delhi PowerShell User Group. He has more than 14 years of experience in the IT industry. His...,https://www.packtpub.com/books/info/authors/aman-dhally
John Chapman,"John Chapman is a software engineer in the Phoenix area. Having also worked in the higher education, telecommunications, and enterprise softwar...",https://www.packtpub.com/books/info/authors/john-chapman
Michael Peacock,"Michael Peacock is an experienced software developer and team lead from Newcastle, UK, with a degree in software engineering from the Universit...",https://www.packtpub.com/books/info/authors/michael-peacock
Ágnes Vidovics-Dancs,"Ágnes Vidovics-Dancs is a PhD candidate and an assistant professor at the Department of Finance, Corvinus University of Budapest. Previously, ...",https://www.packtpub.com/books/info/authors/agnes-vidovics-dancs
Kata Váradi,"Kata Váradi is an assistant professor at the Department of Finance, Corvinus University of Budapest since 2013. Kata graduated in finance in 2...",https://www.packtpub.com/books/info/authors/kata-váradi
Tamás Vadász,"Tamás Vadász has an MSc degree in economics from the Corvinus University of Budapest. After graduation, he was working as a consultant in the...",https://www.packtpub.com/books/info/authors/tamás-vadász
Ágnes Tuza,Ágnes Tuza holds an applied economics degree from Corvinus University of Budapest and is an incoming student of HEC Paris in International Fin...,https://www.packtpub.com/books/info/authors/ágnes-tuza
Julia Molnár,"Julia Molnár is a PhD candidate at the Department of Finance, Corvinus University of Budapest. Her main research interests include financial n...",https://www.packtpub.com/books/info/authors/julia-molnár
Péter Medvegyev,"Péter Medvegyev has an MSc degree in economics from the Marx Károly University Budapest. After completing his graduation in 1977, he started ...",https://www.packtpub.com/books/info/authors/péter-medvegyev
Balázs Márkus,"Balázs Márkus has been working with financial derivatives for over 10 years. He has been trading many different kinds of derivatives, from ca...",https://www.packtpub.com/books/info/authors/balázs-márkus
István Margitai,"István Margitai is an analyst in the ALM team of a major banking group in the CEE region. He mainly deals with methodological issues, product ...",https://www.packtpub.com/books/info/authors/istván-margitai
Péter Juhász,Péter Juhász holds a PhD degree in business administration from the Corvinus University of Budapest and is also a CFA charterholder. As an as...,https://www.packtpub.com/books/info/authors/péter-juhász
Dániel Havran,"Dániel Havran is a postdoctoral research fellow at Institute of Economics, Centre for Economic and Regional Studies, Hungarian Academy of Scie...",https://www.packtpub.com/books/info/authors/daniel-havran
Gergely Gabler,Gergely Gabler is the head of the Business Model Analysis department at the banking supervisory division of National Bank of Hungary (MNB) sinc...,https://www.packtpub.com/books/info/authors/gergely-gabler
Barbara Dömötör,Barbara Dömötör is an assistant professor of the department of Finance at Corvinus University of Budapest. Before starting her PhD studies i...,https://www.packtpub.com/books/info/authors/barbara-dömötör
Ádám Banai,Ádám Banai has received his MSc degree in investment analysis and risk management from Corvinus University of Budapest. He joined the Financi...,https://www.packtpub.com/books/info/authors/ádám-banai
Milán Badics,"Milán Badics has a master's degree in finance from the Corvinus University of Budapest. Now, he is a PhD student and a member of the PADS...",https://www.packtpub.com/books/info/authors/milán-badics
Ferenc Illés,"Ferenc Illés has an MSc degree in mathematics from Eötvös Loránd University. A few years after graduation, he started studying actuarial an...",https://www.packtpub.com/books/info/authors/ferenc-illés
Edina Berlinger,"Edina Berlinger has a PhD in economics from the Corvinus University of Budapest. She is an associate professor, teaching corporate finance, inv...",https://www.packtpub.com/books/info/authors/edina-berlinger
Ryan Baldwin,"Ryan Baldwin is a theatre major turned computer science geek. Hailing from the prairies of Western Canada, Ryan has been developing software on...",https://www.packtpub.com/books/info/authors/ryan-baldwin
Zachariah Moreno,"Zachariah Moreno is a 23-year-old web developer from Sacramento, California, who works for the state government and enjoys contributing to open...",https://www.packtpub.com/books/info/authors/zachariah-moreno
Matthew Sheehan,Matthew Sheehan is the founder and principal of WebMapSolutions (  http://www.webmapsolutions.com/  ). He has over 20 years of experience worki...,https://www.packtpub.com/books/info/authors/matt-sheehan
Sebastian Montabone,Sebastian Montabone is a computer engineer with a Master of Science degree in computer vision. He is the author of scientific articles regardin...,https://www.packtpub.com/books/info/authors/sebastian-montabone
Juan Sebastian Muñoz,"Juan Sebastian started to develop an interest in computer graphics and visualization software early in his college years, when he started to wo...",https://www.packtpub.com/books/info/authors/juan-sebastian-muñoz
Robert Elwell,"Robert Elwell is a search expert living in the San Francisco Bay Area, where he currently works for Wikia. He has an M.A. in Linguistics from t...",https://www.packtpub.com/books/info/authors/robert-elwell
Adam Maxwell,"Adam Maxwell is the Co-Founder of Skyward* Corp., a premier provider of game development services with a focus on providing quality game design...",https://www.packtpub.com/books/info/authors/adam-maxwell
Tony Kau,"Tony Kau is a Tableau Desktop 8 Qualified Associate, and he is putting its power to use in his role as a reporting analyst for a Fortune 500 co...",https://www.packtpub.com/books/info/authors/tony-kau
Anita Horsley,"During Anita Horsley’s years as a firefighter in Atlanta, she trained firefighters to be nationally certified personal fitness trainers. She ...",https://www.packtpub.com/books/info/authors/anita-horsley
Larry D. Louisiana,Larry D. Louisiana has worked as Lead Software Developer at Magenic since 2010. He is a self-taught programmer with a dual bachelor’s degree ...,https://www.packtpub.com/books/info/authors/larry-d-louisiana
Dustin Heffron,Dustin Heffron is an avid gamer and programmer. He has over 8 years of experience programming in various languages and environments including L...,https://www.packtpub.com/books/info/authors/dustin-heffron
Craig Ellrod,Craig Ellrod has more than 25 years of experience in the computer industry and holds a Bachelor of Science degree in Computer Science from Cali...,https://www.packtpub.com/books/info/authors/craig-ellrod
Erez Ben-Ari,"Erez Ben-Ari is a long time Technologist and Journalist, and has worked in the Information Technology industry since 1991. During his career, E...",https://www.packtpub.com/books/info/authors/erez-ben-ari
Scott Wesley,"Scott's been working with Oracle products since the turn of the century. Years spanning retail, government, finance, and construction sect...",https://www.packtpub.com/books/info/authors/scott-wesley
Martin Gontovnikas,"Martin Gontovnikas is a software engineer living in Buenos Aires, Argentina. He’s an IT enthusiast who started programming at the age of 12, ...",https://www.packtpub.com/books/info/authors/martin-gontovnikas
Kyle D'Aoust,"Kyle D'Aoust has been programming for about 10 years. In 2004, at the age of 14, he taught himself the C++ language. By the end of high sc...",https://www.packtpub.com/books/info/authors/kyle-daoust
Mario Andrés Pagella,"Mario Andrés Pagella is the author of ""Making Isometric Social RealTime Games with HTML5, CSS3 and JavaScript, O'Reilly Media""....",https://www.packtpub.com/books/info/authors/mario-andrés-pagella
Aaron Johns,Aaron Johns currently works for Intrasect Technologies as an IT Specialist. He provides support for over 160 clients. His work roles include ma...,https://www.packtpub.com/books/info/authors/aaron-johns
Donna Vincent,"Donna Vincent has been developing websites since 2004, and she has been using the Joomla! platform since 2006. In 2009, she began developing cu...",https://www.packtpub.com/books/info/authors/donna-vincent
Ehsan Karim,Ehsan Karim is a statistics Ph.D. candidate at the University of British Columbia. His current research interest is in the methods that deal wi...,https://www.packtpub.com/books/info/authors/ehsan-karim
Eugen Paraschiv,"Eugen Paraschiv is a Senior Software Engineer living in Bucharest, Romania, and has more than six years of experience developing and securing a...",https://www.packtpub.com/books/info/authors/eugen-paraschiv
Irene Kraus,One facet of Ms. Kraus’s work is as an independent Drupal website builder and designer. Her experience in this field goes back more than 20 y...,https://www.packtpub.com/books/info/authors/irene-kraus
Franklin Strube,"Franklin Strube, a graduate of the Rochester Institute of Technology's B. Thomas Golisano College of Computing and Information Sciences, i...",https://www.packtpub.com/books/info/authors/franklin-strube
Joshua Miller,"Joshua Miller is a freelance web designer, college professor, and interactive artist living in eastern Pennsylvania. Josh has taught courses in...",https://www.packtpub.com/books/info/authors/joshua-miller
Christoph Haas,Christoph Haas is a system administrator and web application developer with 17 years of experience in this field. He received a diploma in Comp...,https://www.packtpub.com/books/info/authors/christoph-haas
Scott Tolinski,"Scott Tolinski graduated from the University of Michigan’s Performing Arts Technology Program, and is currently the senior frontend developer...",https://www.packtpub.com/books/info/authors/scott-tolinski
Russell Gold,"Russell Gold has been a Java developer since 1996 and is the author of the open-source project, HttpUnit, as well as a handful of smaller open ...",https://www.packtpub.com/books/info/authors/russell-gold
Graeme Boxwell,Graeme has been involved with learning technology for over 10 years and has been a Moodle administrator for the last four years. He recently pr...,https://www.packtpub.com/books/info/authors/graeme-boxwell
Jason Shepherd ,"Jason Shepherd is a technical support engineer working for Red Hat in Australia. He's helped countless users with Jboss problems, and has ...",https://www.packtpub.com/books/info/authors/jason-shepherd
Richard Marcoux III,"Richard is a hardworking, very intelligent software engineer with a passion to teach and help others. He has captured the attention of over 250...",https://www.packtpub.com/books/info/authors/richard-marcoux-iii
Joe Stanco,Joe Stanco (@JoeStanco) is a frontend developer living in NYC. His fascination with code started with the Tandy “Trash 80” PC—a present f...,https://www.packtpub.com/books/info/authors/joe-stanco
Diethard Steiner,"Diethard Steiner, currently working as an independent Senior Consultant in London, U.K, has specialized in the field of open source business in...",https://www.packtpub.com/books/info/authors/diethard-steiner
Joe Deegan,"Joe Deegan is an e-learning professional and educational technology graduate student living in Sacramento, California. His specialty is designi...",https://www.packtpub.com/books/info/authors/joe-deegan
Chris Black,"Chris Black is a software engineer, adjunct faculty member, and public speaker from Minneapolis, Minnesota. He has taught courses on advanced s...",https://www.packtpub.com/books/info/authors/chris-black
David Ly,"David Ly is a software developer at The Nerdery who works primarily in C#, ASP.NET and has a strong JavaScript skill set. He also dabbles in ot...",https://www.packtpub.com/books/info/authors/david-ly
Brock Nunn ,"Brock Nunn is a frontend web developer from Tulsa, Oklahoma. Over the past six years Brock has taken part in web projects big and small. Self t...",https://www.packtpub.com/books/info/authors/brock-nunn-0
Asif Fayyaz,Asif Fayyaz is an open source technology lover and practitioner. He is currently working as a senior software quality assurance engineer at a l...,https://www.packtpub.com/books/info/authors/asif-fayyaz
Amjad Shahzad,Amjad Shahzad has been working in the open source software industry for the last 10 years. He is currently working as a senior quality assuranc...,https://www.packtpub.com/books/info/authors/amjad-shahzad
Thomas Gratier,"Thomas Gratier is a GIS consultant who provides web development, consulting, and training services in Nantes, France. He is an open source advo...",https://www.packtpub.com/books/info/authors/thomas-gratier
Pratik Desai,"Pratik Desai, PhD, is the Principal Scientist and cofounder of a connected devices start-up, Imbue Labs, where he develops scalable and interop...",https://www.packtpub.com/books/info/authors/dr-pratik-desai
Charles S. Edge,"Charles S. Edge has been working with Apple products since he was a child. Professionally, Charles started with the Mac OS and Apple server off...",https://www.packtpub.com/books/info/authors/charles-edge
Allister Banks,"Allister Banks is an enthusiast. He's very excited to be in the exceedingly limited, exclusive club of coauthors of Charles S. Edge. After...",https://www.packtpub.com/books/info/authors/allister-banks
Chad Thompson,"Chad Thompson is a software developer, architect, and DevOps specialist in Central Iowa. He has 15 years of experience in creating and deployin...",https://www.packtpub.com/books/info/authors/chad-thompson
Fanie Reynders,"Fanie Reynders is a Microsoft Certified Professional from South Africa and a web Technology Evangelist in his own right, with over 9 years of d...",https://www.packtpub.com/books/info/authors/fanie-reynders
Christophe Ladroue,Christophe Ladroue has many years of experience in machine learning and statistics. Most of his work has been focused on developing tools for t...,https://www.packtpub.com/books/info/authors/christophe-ladroue
Darko Bozhinovski,Darko is a developer who likes to work on the experimental side of things and enjoys exploring programming in its various shapes and sizes. His...,https://www.packtpub.com/books/info/authors/darko-bozhinovski
Tomek Lipski,Tomek Lipski is an experienced programmer and open source enthusiast. He's been building and designing the architecture of web application...,https://www.packtpub.com/books/info/authors/tomek-lipski
Edward Encarnacion,"Edward Encarnacion is an experienced Salesforce CRM consultant, having worked with the Salesforce and Force.com platform for over 4 years. With...",https://www.packtpub.com/books/info/authors/edward-encarnacion
Dennis G. Jerz,"Dennis G. Jerz, who holds a Ph.D. from the University of Toronto, is a new media practitioner and digital humanities scholar. He has maintained...",https://www.packtpub.com/books/info/authors/dennis-g-jerz
Kent Nordström,Kent Nordström wrote his first lines of code in the late 70s so he’s been working with IT for quite some time now. When Microsoft released i...,https://www.packtpub.com/books/info/authors/kent-nordström
Jack Herrington,Jack Herrington is an AngularJS developer who was presented at Google on D3 and AngularJS. He has written six books and hundreds of articles on...,https://www.packtpub.com/books/info/authors/jack-herrington
Brock Nunn,"Brock Nunn is a frontend web developer from Tulsa, Oklahoma. Brock works full time as a graphic designer at Rovi Corporation. Over the past six...",https://www.packtpub.com/books/info/authors/brock-nunn
Ryan Vanderwerf,"Ryan is the Chief Systems and Software Architect and Director of Products at ReachForce, and was formerly Lead Architect at   http://www.develo...",https://www.packtpub.com/books/info/authors/ryan-vanderwerf
Lee Fox,"Lee Fox is a technologist with a strong background in software development. He has served in architecture roles for companies like 3M, AT&T...",https://www.packtpub.com/books/info/authors/lee-fox
Keyang Xiang,Keyang Xiang is the tech lead and application architect in the Professional Service department of FeedHenry Ltd. He received his MSc in Softwar...,https://www.packtpub.com/books/info/authors/keyang-xiang
Stefan Judis,"Stefan Judis lives in Berlin and has been developing websites using popular frontend technologies like Grunt, Gulp, Require.js, and Backbone.js...",https://www.packtpub.com/books/info/authors/stefan-judis
Mikołaj Olszewski,"Mikołaj Olszewski is a Vaadin expert and has a PhD in Computer Science. He works for the company that fuels the development of Vaadin, the ope...",https://www.packtpub.com/books/info/authors/mikołaj-olszewski
William Hart,"William Hart has led a bit of a varied life, having started out as a business graduate working in Logistics and now working as a mechanical eng...",https://www.packtpub.com/books/info/authors/william-hart
Dane Grant,"Dane Grant is a web developer located in Ft. Lauderdale, Florida. He’s driven by a passion for creating digital products. When he’s not wor...",https://www.packtpub.com/books/info/authors/dane-grant
Tom Hombergs ,Tom Hombergs is a software engineer based in Germany who has worked on software projects for more than 10 years. He has broad experience in web...,https://www.packtpub.com/books/info/authors/tom-hombergs
Raoni Boaventura,"Raoni Boaventura is a frontend engineer who has been working with JavaScript and JavaScript frameworks from the very beginning of his career, a...",https://www.packtpub.com/books/info/authors/raoni-boaventura
Adam England ,"Adam England (  @AdamNEngland  ) is software developer, start-up executive, and public speaker from Kansas City, Missouri. He actively writes a...",https://www.packtpub.com/books/info/authors/adam-england
Reme Le Hane,"Reme Le Hane is a frontend Web Developer with many years of experience. His expertise primarily includes HTML, CSS, LESS, and jQuery. He also h...",https://www.packtpub.com/books/info/authors/reme-le-hane
Scott Ganyo ,"Scott Ganyo is a software developer with over 20 years of hands-on expertise in development, architecture, research, and leadership. His striki...",https://www.packtpub.com/books/info/authors/scott-ganyo
Alessandro Arrichiello ,Alessandro Arrichiello is a computer enthusiast; he graduated in Computer Engineering at Federico II Naples University. He has a passion and kn...,https://www.packtpub.com/books/info/authors/alessandro-arrichiello
Matthew Nuzum ,"Matthew Nuzum has been developing web applications since 1999 and worked for several start-ups including Canonical, makers of Ubuntu, as well a...",https://www.packtpub.com/books/info/authors/matthew-nuzum
