appeal,An appeal is a strong or official request.
appear,"If something appears a certain way, it looks or seems that way."
appears,The third-person singular form of appear.
appendix,An appendix is a part at the back of a book that has extra information.
apple,"An apple is a sweet, red, yellow or green fruit."
apply,"If a rule, a principle, a law, etc. applies, it has some effect on the situation."
appoint,"If you appoint someone to a job or position, you give the job to them."
approach,"If you approach something, you move closer to it."
approaching,The present participle of approach.
approve,"If a person in power approves something such as a plan, a sale, a rule, etc., they say it is OK and it may go ahead.

Synonyms: permission, allow and permit


Antonyms: reject and disapprove"
April,
aquarium,"aquarium (plural aquaria or aquariums)
A tank, often made of glass, for keeping live fish or other aquatic animals.
A public place where live fish and other aquatic animals are exhibited.
"
archery,Archery is a sport where people shoot bows and arrows.
are,"Are is the present tense, second person form of the verb be."
argue,"If you argue with someone, you debate, disagree or talk about your differing ideas."
Arnold,
around,"If 



x


{\displaystyle x}

 is around 



y


{\displaystyle y}

, 



y


{\displaystyle y}

 is in the middle and 



x


{\displaystyle x}

 is on all sides of 



y


{\displaystyle y}

."
arrest,If you are arrested you are caught by the police.
arrive,"If you arrive somewhere, you come to that place, usually the place that you planned to go to."
artist,An artist is someone who makes art.
artistic,"If something is artistic, it is an example of good art."
as,A word that is used to compare two things that are equal.
aside,"If you put something aside, you put it to the side, often because you want to use it later."
ask,To ask is to look for an answer to a question by saying it.
asks,The third-person singular form of ask.
asphalt,"asphalt (plural asphalts)
A sticky, black and highly viscous liquid or semi-solid, composed almost entirely of bitumen, that is present in most crude petroleums and in some natural deposits.
asphalt concrete, a hard ground covering used for roads and walkways.
"
assemble,"If you assemble many people or things, you bring them together."
assign,"When you assign a job to someone, you tell them to do it."
assistant,An assistant is a person who helps  another person.
astound,"astound (third-person singular simple present astounds, present participle astounding, simple past and past participle astounded)
To astonish, bewilder or dazzle.
"
at,"Used to describe where something is, or when saying something's position"
ate,The past tense of eat.
athletic,"athletic (comparative more athletic, superlative most athletic)
(not comparable) Having to do with athletes.Are you a member of the American Athletic Association?
Physically active.Since you're such an athletic person, you may wish to consider joining.
Having a muscular, well developed body, being in shape.You have such an athletic build—you must work out regularly.
An attribute of a motion or play which requires fine physical ability.The center fielder made an athletic play to snatch the ball from over the fence.
"
Atlanta,
Atlantic,
atmosphere,;  An atmosphere is a layer of gasses that surrounds a planet.
attack,To begin fighting with.
attempt,"An attempt is a try at something, usually something difficult"
attentive,"attentive (comparative more attentive, superlative most attentive)
Paying attention; noticing, watching, listening, or attending closely.She is an attentive listener, but does not like to talk much.
Courteous; mindful.a husband attentive to his wife's needs
"
attorney,"attorney (plural attorneys)
(US) A lawyer; one who advises or represents others in legal matters as a profession.
(UK 19th century and earlier) One such who practised in the courts of the common law (cf solicitor, proctor).
(Britain, 20th century and later, rare, usually pejorative) A solicitor.
(obsolete outside set phrases) An agent or representative authorized to act on someone else's behalf.
(Philippines) A title given to lawyers and notaries public, or those holders by profession who also do other jobs. Usually capitalized or abbreviated as Atty.
"
attractively,"attractively (comparative more attractively, superlative most attractively)
In an attractive manner; with the power of attracting or drawing to.
"
auburn,Auburn is a color often used to describe hair color.
August,
authentic,Of the same origin as claimed; genuine.
author,An author is the creator of a work; a writer.
authority,To have authority means to have the power to make a decision.
authorize,To authorize someone is to give them power or permission.
autograph,"autograph (plural autographs)
A person’s own handwriting, especially the signature of a famous or admired person.
A manuscript in the author’s handwriting.
"
autographs,"autograph (plural autographs)
A person’s own handwriting, especially the signature of a famous or admired person.
A manuscript in the author’s handwriting.
"
automatic,"If something is automatic, it works by itself.

Antonym: manual"
autopsy,"autopsy (plural autopsies)
A dissection performed on a cadaver to find possible cause(s) of death.
An after-the-fact examination, especially of the causes of a failure.
(rare) An eyewitness observation, the presentation of an event as witnessed.
"
autumn,"The season when the weather is getting colder, after summer and before winter."
available,"If something is available, it exists and you can use it."
avid,"avid (comparative more avid, superlative most avid)
enthusiastic; passionate; longing eagerly; eager; greedyI'm an avid reader.1996, Janette Turner Hospital, Oyster, Virago Press, paperback edition, page 3We waited for something to happen, for anything to happen, we were avid for some event to unfold itself out of the burning nothing to save us.
1996, Janette Turner Hospital, Oyster, Virago Press, paperback edition, page 3We waited for something to happen, for anything to happen, we were avid for some event to unfold itself out of the burning nothing to save us.
"
awaits,"awaits
plural of await
"
awake,"Alert, not asleep."
award,An award is something that you give to someone who has done something very well.
awards,The plural form of award; more than one award.
away,"When something moves away from something else, the distance between them gets bigger. They are no longer near or close."
awning,"awning (plural awnings)
A rooflike cover, usually of canvas, extended over or before any place as a shelter from the sun, rain, or wind.
(nautical) That part of the poop deck which is continued forward beyond the bulkhead of the cabin.
"
awoke,The past tense of awake.
ax,Ax is another way of spelling axe.
babe,"A baby or infant, often used in poetry."
Babs,
baby,"A very young child, less than two years old, who has not yet learned how to speak.

Synonyms: child and infant"
back,Toward the rear.
background,The background is what can be seen or heard behind other things that are closer or louder.
bad,"If something is bad, it is not good."
badminton,Badminton is a sport where players hit a shuttlecock over a high net using long handled racquets.
bag,"Bags are containers made of soft material like paper, plastic or leather."
baggy,"When clothes are baggy, they are very loose."
bags,The plural form of bag; more than one bag.
bail,A bail is an amount of money paid for the release of someone who has been arrested with the promise that he/she will appear in court for a trial.
Bailey's,
bait,Bait is food placed on a hook to catch fish or other animals
bake,"If you bake something, you cook it with dry heat all around it, usually in an oven."
bakery,A bakery is a place where bread and similar kinds of food are baked and sold.
bakes,The third-person singular form of bake.
bald,Someone who is bald has no hair on his or her head.
baldness,"baldness (countable and uncountable, plural baldnesses)
The state of being bald.My baldness was the result of radiotherapy.the baldness of an assertion
"
bale,"A bale is a large bundle, or package, tied with wire, rope, or string."
ball,A ball is a round thing. People often use them to play games.
balmy,"balmy (comparative balmier, superlative balmiest)
Producing balm.
Soothing or fragrant.
Mild and pleasant.
(informal) Foolish; slightly crazy or mad; eccentric.Roald Dahl, Parson's Pleasure'I reckon he's balmy,' Claud said, and Bert grinned darkly, rolling his misty eye slowly round in its socket.
Roald Dahl, Parson's Pleasure'I reckon he's balmy,' Claud said, and Bert grinned darkly, rolling his misty eye slowly round in its socket.
"
ban,"If you ban someone, you disallow or block someone from doing something."
banana,A long fruit with smooth yellow skin.
band,A band is a group of people working together.
bandit,"A bandit is person, usually in a group, who uses guns to rob people."
bang,A bang is a short loud noise like the sound of a door closing or a gun being shot.
bank,A building where you can keep and borrow money.
bankrupt,If you are bankrupt you have declared bankruptcy .
barber,A barber is a person whose job is cutting hair and shaving beards.
barely,
bark,The outside part of a tree; the skin of the tree.
barn,A barn is a building found on a farm where animals live .
Barney's,
barrel,A barrel is a tall and round container.
barrels,The plural form of barrel; more than one barrel.
barren,
barricade,"barricade (plural barricades)
A barrier constructed across a road, especially as a military defence
An obstacle, barrier, or bulwark.DerhamSuch a barricade as would greatly annoy, or absolutely stop, the currents of the atmosphere.
DerhamSuch a barricade as would greatly annoy, or absolutely stop, the currents of the atmosphere.
(figuratively, in the plural) A place of confrontation."
base,"The lower part of anything; the solid part that touches the floor or touches the earth and keeps the other parts of the thing up.

Synonym: foundation"
baseball,"A sport where you try to hit a ball so that you can run to four bases, causing a run. The team with the most runs after nine or more innings wins."
basement,A basement is part of a house or building that is under the ground.
basic,"When something is basic, it is simple."
bask,
basket,"A basket is something like a bucket but with many holes like a net, made of soft sticks or grass or other long, thin material. People put things in the basket."
basketball,A ball game with two teams of five players. A goal is scored when a player throws the ball into a net  at each end of the court.
bass,The bass is a sound that is generally lower in tone.
bat,"A bat is a small, furry animal  that has wings and can fly."
batch,A batch of things or people is a group that are dealt with at one time.
bath,"A long, high basin that you put water in and go in to wash your body."
bathe,"When you bathe, you clean yourself with water.

Synonym: bath"
bathrobe,"bathrobe (plural bathrobes)
A robe usually made of terrycloth intended to be worn when one is still damp from bathing or when there is no immediate need to dress fully."
bathroom,A bathroom is a room that has a bathtub or a shower.
batter,A batter is somebody who is supposed to hit a ball with a bat.
battle,"A battle is when different groups or teams fight each other.

Synonyms: action, conflict, contest and fight"
bawl,"bawl (third-person singular simple present bawls, present participle bawling, simple past and past participle bawled)
(transitive) To shout or utter in a loud and intense manner.
(intransitive) To wail; to give out a blaring cry."
bay,A bay is water with land around most of it.
be,"This verb tells us that a thing is present, or in a place."
beach,"A large area of sand , next to an area of water."
bean,Beans are the seeds of one family of plants that people often cook and eat.
beans,The plural form of bean; more than one bean.
bear,"A bear is a big animal with a short tail. They either eat only meat or meat and plants. There are many different types of bears, for example brown bears and polar bears."
bears,The plural form of bear; more than one bear.
beat,"If you beat someone or something, you hit it, usually many times.

Synonyms: hit, assault and batter"
beaten,The past participle of beat.
beautiful,"If something is beautiful, it is very good to look at it."
beauty,Beauty is the quality of being nice to look at.
because,You use because to show the reason for something
become,"If 



x


{\displaystyle x}

 becomes 



y


{\displaystyle y}

, it changes into 



y


{\displaystyle y}

 or changes to be more 



y


{\displaystyle y}

."
bed,A piece of furniture to sleep on.
beds,The plural form of bed; more than one bed.
bedtime,The bedtime is the time when someone goes to bed.
beech,
beef,Beef is the meat of a cow.
been,The past participle of be.
bees,The plural form of bee; more than one bee.
beets,"beets
plural of beet"
before,"If 



x


{\displaystyle x}

 happens before 



y


{\displaystyle y}

, 



x


{\displaystyle x}

 happens first and 



y


{\displaystyle y}

 happens second."
begin,"When you begin something, you start to do the first part of a longer action."
begs,The third-person singular form of beg.
behave,How you behave is what you do or how you act.
belch,"When something belches, it releases in large amounts 

Synonym: burp"
belief,A belief is an idea that is thought to be true.
believe,"When you believe, you have faith in something."
believes,The third-person singular form of believe.
believing,The present participle of believe.
bell,A bell is an object that is shaped like a cup that makes a ringing sound when hit.
bells,The plural form of bell; more than one bell.
belt,"A belt is a piece of clothing worn around a person's waist. They can be used to hold up trousers or skirts, or for carrying things in pockets, such as on a utility belt."
Ben,
bench,A long seat.
benches,The plural form of bench; more than one bench.
bend,To change the shape of an object so that it is not straight.
bent,With one part going in one direction and another part going in another direction.
berm,"berm (plural berms)
A narrow ledge or shelf, as along the top or bottom of a slope
A raised bank or path, especially the bank of a canal opposite the towpath
A terrace formed by wave action along a beach
A mound or bank of earth, used especially as a barrier or to provide insulation
A ledge between the parapet and the moat in a fortification
(regional, Pennsylvania) A strip of land between a street and sidewalk"
Bernard,
berry,"A small, round fruit that grows on some plants and trees."
Bert,
Bertha,
Bess,
Bess's,
best,The superlative form of good; most good.
bet,"When you bet, you take a chance with money or something else on the result of a future event."
Beth,
Beth's,
Betsy,
Betty,
Bev,
bib,"bib (plural bibs)
An item of clothing for babies tied around their neck to protect their clothes from getting dirty when eating.
Similar items of clothing such as the Chinese dudou and Vietnamese yem.
(sports) A rectangular piece of material, carrying a bib number, worn as identification by entrants in a race
(sports) A colourful polyester or plastic vest worn over one's clothes, usually to mark one's team during group activities.
The upper part of an apron or overalls.
A patch of colour around an animal's upper breast and throat.1950, Arthur Cleveland Bent, Life Histories of North American Wagtails, Shrikes, Vireos, and their AlliesIn summer the whole throat and breast are black, but in winter plumage the throat is white bounded by a horseshoe-shaped black bib.2011, Arthur Peacock, Gettysburg the Cat (page 22)He don't look anything like the captain. This here cat has got a nice thick black coat of fur with a nice white bib and white feet.
1950, Arthur Cleveland Bent, Life Histories of North American Wagtails, Shrikes, Vireos, and their AlliesIn summer the whole throat and breast are black, but in winter plumage the throat is white bounded by a horseshoe-shaped black bib.
2011, Arthur Peacock, Gettysburg the Cat (page 22)He don't look anything like the captain. This here cat has got a nice thick black coat of fur with a nice white bib and white feet.
A north Atlantic fish (Trisopterus luscus), allied to the cod; the pouting.
A bibcock."
Bible,
bibs,"bibs
plural of bib"
bid,A bid is an offer to enter into a contract to buy something or to do some kind of job.
Biff,
big,"If something is big, it is large in size; tall, wide, long, or fat.

Synonyms: good, great, high and large


Antonyms: little and small"
bike,A short form of bicycle.
bilk,"bilk (plural bilks)
(cribbage) The spoiling of someone's score in the crib.
(obsolete) A deception, a hoax."
Bill,
billion,"The number 1,000,000,000 ."
billionth,"billionth (not comparable)
The ordinal form of the number one billion."
Bill's,
Billy,
bin,"A bin is a container for garbage.

Synonyms: garbage can, trash can and waste paper basket"
bind,"If you bind something put rope or string around it, often many times."
binge,"binge (plural binges)
A short period of excessive consumption, especially of excessive alcohol consumption.
(eating disorder) A rapid and excessive consumption of food."
biology,Biology is a type of science that studies living things like plants and animals.
bird,"A bird is a warm-blooded animal that has feathers and wings and lays eggs. Most birds can fly.

Synonym: birdy"
birthday,The day you were born.
biscuit,A biscuit is a cookie.
bit,"A bit is an amount, usually a small amount."
bite,"If a person or animal bites something, they put it between their teeth and squeeze."
bites,The plural form of bite; more than one bite.
bits,The plural form of bit; more than one bit.
blab,"blab (third-person singular simple present blabs, present participle blabbing, simple past and past participle blabbed)
(transitive, intransitive) To tell tales; to gossip without reserve or discretion.TennysonAnd yonder a vile physician blabbing / The case of his patient.
TennysonAnd yonder a vile physician blabbing / The case of his patient."
black,The darkest color; with no light; the color of the sky at night.
blade,"A blade is something with a long, sharp edge. Things like knives, swords and razors have blades."
blades,The plural form of blade; more than one blade.
Blake,
blame,"If you blame someone or something for something bad, you say or think that they are the reason for or cause of it."
blanch,"blanch (third-person singular simple present blanches, present participle blanching, simple past and past participle blanched)
(intransitive) To grow or become whiteHis cheek blanched with fear.The rose blanches in the sun.
(transitive) To take the color out of, and make white; to bleachto blanch linenAge has blanched his hair.
(transitive, cooking) To cook by dipping briefly into boiling water, then directly into cold water.
(transitive) To whiten, for example the surface of meat, by plunging into boiling water and afterwards into cold, so as to harden the surface and retain the juices
(transitive) To bleach by excluding the light, for example the stalks or leaves of plants, by earthing them up or tying them together
(transitive) To make white by removing the skin of, for example by scaldingto blanch almonds
(transitive) To give a white lustre to (silver, before stamping, in the process of coining)
(tntransitive) To cover (sheet iron) with a coating of tin.
(transitive, figuratively) To give a favorable appearance to; to whitewash; to whiten;Synonyms: palliate17th century, John Tillotson, The indispensable necessity of the knowledge of the Holy ScriptureBlanch over the blackest and most absurd things.
17th century, John Tillotson, The indispensable necessity of the knowledge of the Holy ScriptureBlanch over the blackest and most absurd things."
bland,"bland (third-person singular simple present blands, present participle blanding, simple past and past participle blanded)
(transitive, Britain  dialectal) To mix; blend; mingle.
(transitive, Britain  dialectal) To connect; associate."
blank,"If a piece of paper or something else is blank, it has nothing written on it."
blarney,"blarney (uncountable)
Mindless chatter.He is full of blarney.
Ability to talk constantly.
Persuasive flattery or kind speech; smooth, wheedling talk; flattery."
blast,A blast is when something blows up or explodes.
blaze,A blaze is a fire that makes a lot of flames and light.
bleach,Bleaching something means to make it become white or even colorless.
bleak,"bleak (comparative bleaker, superlative bleakest)
Without color; pale; pallid.FoxeWhen she came out she looked as pale and as bleak as one that were laid out dead.
FoxeWhen she came out she looked as pale and as bleak as one that were laid out dead.
Desolate and exposed; swept by cold winds.WordsworthWastes too bleak to rear / The common growth of earth, the foodful ear.Longfellowat daybreak, on the bleak sea beachA bleak and bare rock.They escaped across the bleak landscape.A bleak, crater-pocked moonscape.We hiked across open meadows and climbed bleak mountains.
WordsworthWastes too bleak to rear / The common growth of earth, the foodful ear.
Longfellowat daybreak, on the bleak sea beach
Unhappy; cheerless; miserable; emotionally desolate.Downtown Albany felt bleak that February after the divorce.A bleak future is in store for you.The news is bleak.The survey paints a bleak picture."
bleat,"A bleat is the sound a sheep or a goat makes.

Synonyms: baa, baaing and bleating"
bleed,"If you bleed, you lose blood from your body."
blemish,
blend,"blend (plural blends)
A mixture of two or more things.Their music has been described as a blend of jazz and heavy metal.Our department has a good blend of experienced workers and young promise.
(linguistics) A word formed by combining two other words; a grammatical contamination, portmanteau word.The word brunch is a blend of the words breakfast and lunch."
bless,"You say, bless you when someone sneezes."
blesses,The third-person singular form of bless.
blew,The past tense of blow.
blight,"blight (countable and uncountable, plural blights)
(phytopathology) any of many plant diseases causing damage to, or the death of, leaves, fruit or other parts
the bacterium, virus or fungus that causes such a condition
(by extension) anything that impedes growth or development or spoils any other aspect of life"
blimp,A blimp is a small airship used for observation.
blind,"If someone or something is blind, then it cannot see."
blink,"If you blink, you close your eyes for a very short time."
blinks,
bliss,"bliss (countable and uncountable, plural blisses)
perfect happiness"
blister,
blob,"A vague shape or amount; something without definite shape, especially a liquid or semi-solid substance."
block,"A block is a hard piece of material, usually with six smooth sides."
blocks,The plural form of block; more than one block.
blond,;  A blond is a person with good looking skin and hair.
blood,Blood is a red liquid inside a person or animal's body that carries nutrients and oxygen to the other parts of the body.
blot,"A stain, spot or mark left by a colored object."
blow,"If wind, air, etc. blows, it moves."
blown,The past participle of blow.
blows,The third-person singular form of blow.
blue,One of the colors people can see:
bluff,A bluff is an action which suggests you are strong when you are not.
blunt,"When something is blunt, it has a thick end and is not sharp."
blur,
blurb,"blurb (plural blurbs)
A short description of a book, film, or other work, written and used for promotional purposes."
blurt,"If you blurt something out, then you are speaking quickly without thinking."
blurted,The past tense and past participle of blurt.
blush,
boa,"boa (plural boas or boae)
Any of a group of large American snakes, of the genus Boa, including the boa constrictor, the emperor boa of Mexico, and the chevalier boa of Peru.
(plural ""boas"") A type of scarf typically made from feathers."
boast,"To boast means to brag about yourself. Usually about what you do, and the good things about you."
boat,A boat is a vehicle used to travel on water.
Bob,
Bogey's,
bold,"If someone is bold, that means they are brave and willing to take risks."
bolt,A kind of thick screw that is used with a nut and sometimes a washer.
bomb,A bomb is a weapon that explodes.
bond,A bond is a connection between two people because of love or friendship.
bone,"Bones are the hard, white things inside your body. They give your body its shape."
bonfire,"bonfire (plural bonfires)
(obsolete) A fire in which bones are burned.
A fire to burn unwanted or disreputable items or people: proscribed books, heretics etc.
A large, controlled outdoor fire, as a signal or to celebrate something."
bonus,A bonus is something extra or more that is added.
bony,"bony (comparative bonier, superlative boniest)
resembling, having the appearance or consistence of, or relating to bone; osseous.
full of bones
with little flesh; skinny, thin
having prominent bones"
book,A book is a lot of paper joined together with writing and pictures printed on them for you to read or write in.
booklet,"A booklet is a small book, including audio CDs."
books,The plural form of book; more than one book.
boost,A boost is a push from behind
boot,A shoe that covers part of the leg.
born,The past participle of bear. Given birth to.
boss,Your boss is the person who tells you what to do at work.
bosses,The plural form of boss; more than one boss.
boss's,
botches,"botches
plural of botch"
both,one thing and another thing
bottle,"A bottle is a container, usually made of glass that holds liquid and has a cap or stopper."
bottom,The bottom of something is its lowest part.
bought,The past tense and past participle of buy.
boulder,A boulder is a large piece of stone/rock.
bowl,A bowl is a deep dish.
box,"A box is a square container, usually with four sides, a top and a bottom."
boxes,The plural form of box; more than one box.
boy,A boy is a male child or teenager; someone who is not a man yet.
Boyd,
Boyd's,
boyish,Someone who is boyish is like a boy or young man in a good way.
boys,The plural form of boy; more than one boy.
Brad,
brag,"If you brag about something, you say something in a too proud manner; you boast about what you have, what you can do or what you have done."
braids,"braids
plural of braid"
brain,Your brain is the part of your body that is inside your head.
brakes,The plural form of brake; more than one brake.
bran,"bran (countable and uncountable, plural brans)
The broken coat of the seed of wheat, rye, or other cereal grain, separated from the flour or meal by sifting or bolting; the coarse, chaffy part of ground grain.
The European carrion crow."
branch,A part of a tree that grows out from the trunk .
branches,The plural form of branch; more than one branch.
brand,A brand is a red-hot piece of wood in a fire.
brash,"brash (comparative brasher or more brash, superlative brashest or most brash)
impetuous or rash(Can we find and add a quotation of Grose to this entry?)
insensitive or tactless
impudent or shameless"
brass,Brass is a shiny yellow-orange metal.
brat,A brat is an ill mannered and spoiled child.
brats,The plural form of brat; more than one brat.
brave,"If you are brave, fear will not stop you."
Braves,
brawny,"brawny (comparative brawnier, superlative brawniest)
Characterized by brawn; muscular, thewy; strong.Rattler was a big, brawny fellow, and he stepped up in front of me, rolling up his sleeves.1749, John Cleland, Fanny Hill: Memoirs of a Woman of Pleasure, Part 2As he stood on one side, for a minute or so, unbuttoning his waist-coat and breeches, her fat, brawny thighs hung down
1749, John Cleland, Fanny Hill: Memoirs of a Woman of Pleasure, Part 2As he stood on one side, for a minute or so, unbuttoning his waist-coat and breeches, her fat, brawny thighs hung down
Calloused; hardened."
bray,
brays,"brays
plural of bray"
bread,"Bread is food made from mixing flour, water, and yeast.[1]"
break,"If you break something, you make it come apart in a way that cannot easily be put back together, usually by force."
breath,Your breath is the air that you move into and out of your lungs.
breathless,
breaths,The plural form of breath; more than one breath.
bred,The past tense and past participle of breed.
breeches,Breeches are pants that fasten below the knees.
Brent,
Brett,
brewing,The present participle of brew.
Brian,
brick,"A small, rectangular block used for building things."
bricks,The plural form of brick; more than one brick.
bride,"A bride is a wife, the female partner in a marriage. Most used for the period of time around the marriage ceremony."
bride's,
bridge,"Anything which avoids something which blocks a path, usually water, by going over the top of it."
brief,"If something is brief, it is for a short time."
brig,"brig (plural brigs)
(nautical) A two-masted vessel, square-rigged on both foremast and mainmast
(US) A jail or guardhouse, especially in a naval military prison or jail on a ship, navy base, or (in fiction) spacecraft."
